ID,발송일,"발송채널 (noti : 네이버앱, npay: 페이앱)",서비스명,발송 문구,발송회원수,클릭회원수,클릭율,클릭까지 소요된 평균 분(Minutes)
1213,2024-11-20,noti,신용대환대출,(광고) 첫달 금리 최대 -7% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3756,433,11.528,514.2401848
1214,2024-11-20,noti,신용대출비교,(광고) 네이버페이에서만 추가한도 최대 1 OOO만원  우대금리 최대 -1%p 드려요🎉,170756,6539,3.829,486.8675638
1215,2024-11-21,noti,신용점수조회,(광고) [클릭 +500원] 신용점수 처음 본다면 지금 확인하고 올해 마무리 👍,7416,437,5.893,838.8009153
1216,2024-11-21,noti,신용대환대출,(광고) 첫달 금리 최대 -7% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,4176,461,11.039,690.1583514
1217,2024-11-21,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,28556,2383,8.345,782.8283676
1218,2024-11-21,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5730,220,3.839,628.0272727
1219,2024-11-21,noti,신용점수조회,(광고) 🥳 클릭 한번만 해도 5ㅇㅇ원  신용점수 처음 보시면 바로 받을 수 있어요 ❤️ ,65367,2753,4.212,632.3995641
1220,2024-11-21,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2024년 나의 신용분석 리포트 받으세요!,6482,2515,38.8,440.8894632
1221,2024-11-21,noti,신용대출비교,(광고) 네이버페이에서만 추가한도 최대 1 OOO만원  우대금리 최대 -1%p 드려요🎉,166218,7060,4.247,540.9423513
1222,2024-11-22,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,4861,223,4.588,633.0672646
1223,2024-11-22,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,25992,2096,8.064,877.3272901
1224,2024-11-22,noti,신용대출비교,(광고) 네이버페이에서만 추가한도 최대 1 OOO만원  우대금리 최대 -1%p 드려요🎉,163536,7860,4.806,626.221374
1225,2024-11-22,noti,신용점수조회,(광고) 클릭하면 100% 포인트 받아요! 🎉 신용점수 첫 가입자라면 누구나 가능 ,66655,2853,4.28,659.4465475
1226,2024-11-22,noti,신용대환대출,(광고) 첫달 금리 최대 -7% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,4510,528,11.707,612.5568182
1227,2024-11-22,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2024년 나의 신용분석 리포트 받으세요!,6788,2857,42.089,499.0423521
1228,2024-11-25,noti,신용점수조회,(광고) [클릭🎀500원] 신용점수 처음 본다면  지금 확인하고 올해 마무리,87260,3409,3.907,580.1185098
1229,2024-11-25,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2024년 나의 신용분석 리포트 받으세요!,1914,286,14.943,893.7587413
1230,2024-11-25,noti,신용대환대출,(광고) 첫달 금리 최대 -7% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2667,227,8.511,598.277533
1231,2024-11-25,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,19912,1199,6.021,696.118432
1232,2024-11-25,noti,신용대출비교,(광고) 네이버페이에서만 추가한도 최대 1 OOO만원  우대금리 최대 -1%p 드려요🎉,160078,7331,4.58,487.4360933
1233,2024-11-25,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,6669,290,4.348,518.3758621
1234,2024-11-26,noti,신용대출비교,(광고) 네이버페이에서만 추가한도 최대 1 OOO만원  우대금리 최대 -1%p 드려요🎉,188817,8523,4.514,467.9224451
1235,2024-11-26,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,28009,2141,7.644,579.7104157
1236,2024-11-26,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,6712,306,4.559,397.2614379
1237,2024-11-26,noti,신용점수조회,(광고) [클릭🎀500원] 신용점수 처음 본다면  지금 확인하고 올해 마무리,89431,2614,2.923,548.5692425
1238,2024-11-27,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,6318,243,3.846,506.7325103
1239,2024-11-27,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,23458,1751,7.464,684.9994289
1240,2024-11-27,noti,신용점수조회,(광고) 🎁 천만명이 선택한 신용점수  첫 가입하고 포인트 100% 받자 🎉,88829,3175,3.574,602.7741732
1241,2024-11-27,noti,신용대출비교,(광고) 네이버페이에서만 추가한도 최대 1 OOO만원  우대금리 최대 -1%p 드려요🎉,166734,6660,3.994,716.7393393
1242,2024-11-27,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2024년 나의 신용분석 리포트 받으세요!,4707,1066,22.647,544.9953096
1243,2024-11-28,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,23798,1993,8.375,597.7451079
1244,2024-11-28,noti,신용대환대출,(광고) 첫달 금리 최대 -7% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3450,399,11.565,576.8471178
1245,2024-11-28,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5527,217,3.926,458.124424
1246,2024-11-28,noti,신용대출비교,(광고) 네이버페이에서만 추가한도 최대 1 OOO만원  우대금리 최대 -1%p 드려요🎉,148107,6230,4.206,919.3805778
1247,2024-11-28,noti,신용점수조회,(광고) 🎁 천만명이 선택한 신용점수  첫 가입하고 포인트 100% 받자 🎉,77222,3118,4.038,1319.902502
1248,2024-11-29,noti,신용대환대출,(광고) 더 싼 대출이 잘 나오는 시간이 있다? 바로 지금이에요 👉 ,16043,1404,8.751,830.9024217
1249,2024-11-29,noti,신용점수조회,(광고) 미뤄두었던 약관동의 완료하고  2024년 나의 신용분석 리포트 받으세요!,4040,1180,29.208,658.0127119
1250,2024-11-29,noti,신용점수조회,(광고) 🎁 천만명이 선택한 신용점수  첫 가입하고 포인트 100% 받자 🎉,83833,3264,3.893,1193.129289
1251,2024-11-29,noti,신용대환대출,(광고) 첫달 금리 최대 -7% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,3169,361,11.392,782.7645429
1252,2024-11-29,noti,신용대환대출,(광고) 내 금리 한도가 달라졌을까? 지금 확인해보세요👉,5431,304,5.597,561.3092105
1253,2024-11-29,noti,신용대출비교,(광고) 네이버페이에서만 추가한도 최대 1 OOO만원  우대금리 최대 -1%p 드려요🎉,148921,5239,3.518,1000.005345
1254,2024-12-02,noti,신용점수조회,(광고) 🎁 천만명이 선택한 신용점수  첫 가입하고 포인트 100% 받자 🎉,368284,21621,5.871,712.556126
1255,2024-12-02,noti,신용대환대출,(광고) 첫달 금리 최대 -7% 혜택 대상자입니다. 혜택 확인해보시겠어요? ,2420,245,10.124,508.9632653
1256,2024-12-02,noti,신용대출비교,(광고) 축하드려요! 🎉 최대 15O OOO원 이자지원 대상자에요! ,319105,15606,4.891,464.9869281
1257,2024-12-02,noti,신용점수조회,(광고) [클릭🎀500원] 신용점수 처음 본다면  지금 확인하고 올해 마무리,420071,16586,3.948,687.7409261
1258,2024-12-03,noti,신용대출비교,(광고) 이제 40초만에 한도조회가 가능하다? 최대조회하고 15O OOO원 받기 🎉 ,348120,15778,4.532,517.7291165
1259,2024-12-05,noti,신용대출비교,(광고) 이제 40초만에 한도조회가 가능하다? 최대조회하고 15O OOO원 받기 🎉 ,358520,18757,5.232,611.8127099
1260,2024-12-09,npay,신용점수조회,(광고) 🎁 천만명이 선택한 신용점수  첫 가입하고 포인트 100% 받자 🎉,475871,19037,4,64657.09991
1261,2024-12-09,noti,신용점수조회,(광고) 🎁 천만명이 선택한 신용점수  첫 가입하고 포인트 100% 받자 🎉,824226,52810,6.407,579.9423783
1262,2024-12-11,noti,신용대출비교,(광고) 이제 40초만에 한도조회가 가능하다? 최대조회하고 15O OOO원 받기 🎉 ,262952,12747,4.848,605.2406056
1263,2024-12-12,noti,신용대출비교,(광고) 이제 40초만에 한도조회가 가능하다? 최대조회하고 15O OOO원 받기 🎉 ,310971,14408,4.633,556.3239173
1264,2024-12-13,noti,신용대출비교,(광고) 축하드려요! 🎉 최대 15O OOO원 이자지원 대상자에요! ,366716,18048,4.922,581.4187722
1265,2024-12-16,noti,신용점수조회,(광고) 🎁 천만명이 선택한 신용점수  첫 가입하고 포인트 100% 받자 🎉,800777,23955,2.991,719.5891881
1266,2024-12-17,npay,신용점수조회,(광고) 🎁 천만명이 선택한 신용점수  첫 가입하고 포인트 100% 받자 🎉,585133,27378,4.679,54399.42731
1267,2024-12-18,noti,신용대환대출,(광고) 비상금이 필요하다면? 40초만에 한도조회하기,340680,16599,4.872,479.2926682
1268,2024-12-19,noti,신용대환대출,(광고) 비상금이 필요하다면? 40초만에 한도조회하기,334914,17581,5.249,515.8048461
1269,2024-12-20,noti,신용대환대출,(광고) 더 싼 대출이 나오는 시간이 있다? 바로 지금이에요 👉,236131,8965,3.797,640.5595092
1270,2024-12-23,noti,신용점수조회,(광고) 🎁 천만명이 선택한 신용점수  첫 가입하고 포인트 100% 받자 🎉,382014,13615,3.564,740.0016159
1271,2024-12-25,noti,신용대출비교,(광고) 축하드려요! 🎉 최대 15O OOO원 이자지원 대상자에요! ,118129,7713,6.529,467.6735382
1272,2024-12-26,noti,신용대출비교,(광고) 이제 40초만에 한도조회가 가능하다? 최대조회하고 15O OOO원 받기 ,714059,33956,4.755,525.1887737
1273,2024-12-26,noti,신용점수조회,(광고) 🎁 천만명이 선택한 신용점수  첫 가입하고 포인트 100% 받자 🎉,376770,10338,2.744,805.8586767
1274,2024-12-27,noti,신용대출비교,(광고) 이제 40초만에 한도조회가 가능하다? 최대조회하고 15O OOO원 받기 ,587562,27342,4.653,636.8338088
1275,2025-01-06,noti,신용점수조회,(광고) 새해 운세보다 중요한건? 👉🏻 내 올해의 신용점수부터 1초만에 확인 👉🏻,441519,13179,2.985,489.1681463
1276,2025-01-06,noti,신용점수조회,(광고) 새해 내 첫 점수는? 👀 2025년 내 신용점수 1초만에 확인 👉🏻,428540,13282,3.099,473.6584099
1277,2025-01-07,noti,신차리스,(광고) 초기 비용 저렴한 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,65711,3531,5.374,321.0965732
1278,2025-01-07,noti,신차리스,(광고) 차량 관리 걱정 없는 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,83257,4627,5.557,214.6647936
1279,2025-01-08,noti,신용대출비교,(광고) 비상금 필요하다면? 40초만에 대출조회하기 👉🏻 ,302298,6852,2.267,626.5321074
1280,2025-01-09,noti,신차리스,(광고) 사장님을 위한 세금 혜택 있는 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,197447,6806,3.447,609.3542463
1281,2025-01-10,noti,신용대출비교,(광고) 새해에 새로운 한도 도착! 40초만에 대출조회하기 👉🏻,335369,12576,3.75,665.314806
1282,2025-01-13,noti,신용점수조회,(광고) 확인만 해도 무조건 이득 ❤️ 신용점수 관리는 네이버페이 👉🏻,284978,9060,3.179,520.6330022
1283,2025-01-13,noti,신용점수조회,(광고) 새해 내 첫 점수는? 👀 2025년 내 신용점수 1초만에 확인 👉🏻,283707,8705,3.068,504.0011488
1284,2025-01-13,noti,신용대환대출,(광고) 오늘 입금되는 소액대출이 있다면? 40초만에 대출조회하기 👉🏻,318468,18274,5.738,483.6448506
1285,2025-01-13,noti,신용점수조회,(광고) 새해 운세보다 중요한건? 👉🏻 내 올해의 신용점수부터 1초만에 확인 👉🏻,285067,8381,2.94,514.7705524
1286,2025-01-13,noti,신용점수조회,(광고) 새해 가장 갓성비 높은 선택 💚 신용점수 관리는 네이버페이 👉🏻,292638,9189,3.14,535.4645772
1287,2025-01-13,noti,신용점수조회,(광고) 앗 2025년 첫 신용점수 놓치셨군요! 1초만에 확인하세요👉🏻,281102,9797,3.485,465.8373992
1288,2025-01-14,noti,신차리스,(광고) 초기 비용 저렴한 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,101407,7834,7.725,270.5573143
1289,2025-01-14,noti,신차리스,(광고) 차량 관리 걱정 없는 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,101344,9324,9.2,388.7247962
1290,2025-01-15,noti,신용대환대출,(광고) 비상금 필요하다면? 40초만에 대출조회하기 👉🏻,350020,16716,4.776,557.2354032
1291,2025-01-16,noti,신차리스,(광고) 차량 관리 걱정 없는 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,88302,5713,6.47,744.640119
1292,2025-01-16,noti,신차리스,(광고) 초기 비용 저렴한 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,83815,6366,7.595,621.5497958
1293,2025-01-16,noti,신용대출비교,(광고) 비상금 필요하다면? 40초만에 대출조회하기 👉🏻 ,340410,14379,4.224,633.0404061
1294,2025-01-20,noti,신용점수조회,(광고) 아직까지 새해 내 첫 신용점수를 확인하지 않았어요! 1초만에 확인하세요👉🏻,198774,11504,5.787,333.596749
1295,2025-01-20,noti,신용대출비교,(광고) 비상금 필요하다면? 40초만에 대출조회하기 👉🏻 ,376310,18038,4.793,567.6343275
1296,2025-01-20,noti,주택담보대출비교,(광고) 최대 15O OOO원 이자 아끼고  부족한 대출한도 최대 💰3억원💰까지 더 알아보기👉,224126,13085,5.838,390.6709209
1297,2025-01-20,npay,신용점수조회,(광고) 앗 2025년 첫 신용점수 놓치셨군요! 1초만에 확인하세요👉🏻,499631,26469,5.298,36323.04277
1298,2025-01-21,noti,신차리스,(광고) 초기 비용 저렴한 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,203108,9099,4.48,255.0414331
1299,2025-01-21,noti,신용대출비교,(광고) 비상금 필요하다면? 40초만에 대출조회하기 👉🏻 ,300228,13574,4.521,643.520554
1300,2025-01-21,noti,전월세대출비교,(광고) 📬 이제 전세대출도 꼭 비교해보세요 🤔 1월 21일 최저금리는 3.29%예요🚴,130332,3395,2.605,196.7938144
1301,2025-01-22,noti,신용대출비교,(광고) 오늘 입금되는 소액대출이 있다면? 조회하고 15O OOO원 받기👉🏻,347684,11164,3.211,427.7225009
1302,2025-01-22,noti,주택담보대출비교,(광고) 📬이제 주택구입자금대출도 꼭 비교해보세요 🤔 1월 21일 최저금리는 3.75%예요🚴‍♀,101207,4572,4.517,236.5789589
1303,2025-01-22,noti,주택담보대출비교,(광고) 📬1월 21일 주담대 갈아타기 최저금리는 3.74%예요. 🤔빌라ㆍ오피스텔도 갈아탈 수 있어요🚴‍♀,99937,3203,3.205,684.5863253
1304,2025-01-23,noti,전월세대출비교,(광고) 📬 이제 전세대출도 꼭 비교해보세요 🤔 1월 23일 최저금리는 3.30%예요🚴‍♀️,179694,3399,1.892,341.3477493
1305,2025-01-23,noti,신차리스,(광고) 차량 관리 걱정 없는 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,151151,6446,4.265,479.4027304
1306,2025-01-23,noti,신용대출비교,(광고) 오늘 입금되는 소액대출이 있다면? 40초만에 대출조회하기 👉🏻,305646,10892,3.564,555.3550312
1307,2025-01-24,npay,주택담보대출비교,(광고) 📬이제 주택구입자금대출도 꼭 비교해보세요 🤔 1월 23일 최저금리는 3.75%예요🚴‍♀,364260,7784,2.137,629.8354317
1308,2025-01-24,noti,신용대환대출,(광고) 더 싼 대출이 나오는 시간이 있다? 바로 지금이에요 👉🏻,303787,13984,4.603,754.9467248
1309,2025-01-24,noti,주택담보대출비교,(광고) 📬이제 주택구입자금대출도 꼭 비교해보세요 🤔 1월 23일 최저금리는 3.75%예요🚴‍♀,181953,5626,3.092,394.2612869
1310,2025-01-27,noti,주택담보대출비교,(광고) 📬이제 주택구입자금대출도 꼭 비교해보세요 🤔 1월 23일 최저금리는 3.75%예요🚴‍♀,234984,11457,4.876,593.2710134
1311,2025-01-31,noti,신용대출비교,(광고) 긴 연휴 끝! 돈 필요하다면? 최대 15O OOO원 이자지원 받기 💰,376443,17902,4.756,684.6399844
1312,2025-02-04,noti,신용점수조회,(광고) 새해 가장 쉬운 계획은 신용점수 👀 1초만에 확인하기 👉,431128,14269,3.31,499.3586096
1313,2025-02-04,noti,신용대환대출,(광고) ⏰ 대출 갈아타고 싶다면? 지금 갈아타기 좋은 시간이에요,356083,11426,3.209,513.9944863
1314,2025-02-05,noti,주택담보대출비교,(광고) 📬이제 주택구입자금대출도 꼭 비교해보세요 🤔 2월 4일 최저금리는 3.75%예요🚴‍♀,189151,9277,4.905,362.1172793
1315,2025-02-07,noti,전월세대출비교,(광고) 📬 이제 전세대출도 꼭 비교해보세요 🤔 2월 6일 최저금리는 3.31%예요🚴‍♀️,87478,2951,3.373,351.9620468
1316,2025-02-07,noti,전월세대출비교,(광고) 📬 이제 전세대출도 꼭 비교해보세요 🤔 2월 6일 최저금리는 3.31%예요🚴‍♀️,13335,525,3.937,447.1409524
1317,2025-02-10,noti,신용점수조회,(광고) 대출받을때 은행에서 무조건 보는 내 신용점수 👀 1초만에 확인 👉,228199,5371,2.354,563.8104636
1318,2025-02-11,noti,신차리스,(광고) 차량 관리 걱정 없는 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,72504,4523,6.238,419.4760115
1319,2025-02-11,noti,신용점수조회,(광고) 천만명이 좋아하는 금융관리 💚 신용점수 관리는 네이버페이 👉🏻,434570,12288,2.828,456.0969238
1320,2025-02-11,noti,신용대환대출,(광고) 이번 달에 미사용한 혜택이 있어요. 🎁 최대 15O OOO원 이자지원 받기,233929,11867,5.073,477.4133311
1321,2025-02-11,noti,신차리스,(광고) 초기 비용 저렴한 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,78673,4425,5.625,548.8716384
1322,2025-02-11,noti,신차리스,(광고) 차량 관리 걱정 없는 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,88948,3971,4.464,654.8033241
1323,2025-02-11,noti,신용점수조회,(광고) 대출받을때 은행에서 무조건 보는 내 신용점수 👀 1초만에 확인 👉,202416,6911,3.414,342.8091448
1324,2025-02-12,noti,신용대출비교,(광고) 새해 대출승인이 더 잘 나고 있대요. 알아보고 최대 15O OOO원 이자지원 받기 👉🏻 ,387549,35922,9.269,595.5147542
1325,2025-02-12,noti,신용대출비교,(광고) 오늘 입금되는 소액대출이 있다면? 조회하고 15O OOO원 받기👉🏻  ,342306,30766,8.988,525.9990249
1326,2025-02-12,noti,주택담보대출비교,(광고) 📬이제 주택구입자금대출도 꼭 비교해보세요 🤔 2월 11일 최저금리는 3.45%예요🚴‍♀,226799,8677,3.826,551.6718912
1327,2025-02-13,noti,신차리스,(광고) 초기 비용 저렴한 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,111410,6467,5.805,736.4292562
1328,2025-02-14,noti,전월세대출비교,(광고) 📬 이제 전세대출도 꼭 비교해보세요 🤔 2월 13일 최저금리는 3.40%예요🚴‍♀️,97960,3168,3.234,490.4873737
1329,2025-02-18,noti,신용대출비교,(광고) 혜택 팡팡 🎉 최대 15O OOO원 새해 이자지원 대상자에요 ,233675,16209,6.937,578.0541674
1330,2025-02-18,noti,신차리스,(광고) 초기 비용 저렴한 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,106749,2882,2.7,745.3108952
1331,2025-02-18,noti,신용대출비교,(광고) 새로운 대출한도 도착💸 대출받고 최대 15O OOO원 받기👉🏻 ,344603,17860,5.183,622.206383
1332,2025-02-18,noti,신차리스,(광고) 차량 관리 걱정 없는 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,102009,3508,3.439,765.704675
1333,2025-02-19,noti,주택담보대출비교,(광고) 📬 이제 주택구입자금대출도 꼭 비교해보세요 🤔 2월 18일 최저금리는 3.45%예요🚴‍♀,233907,8104,3.465,601.915227
1334,2025-02-20,noti,신차리스,(광고) 차량 관리 걱정 없는 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,118203,2312,1.956,951.6816609
1335,2025-02-20,noti,신용점수조회,(광고) 천만명이 좋아하는 금융관리 💚 신용점수 관리는 네이버페이 👉🏻,290705,12757,4.388,374.7572313
1336,2025-02-20,noti,신차리스,(광고) 초기 비용 저렴한 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,117245,2405,2.051,931.9288981
1337,2025-02-20,noti,신용점수조회,(광고) 대출받을때 은행에서 무조건 보는 내 신용점수 👀 1초만에 확인 👉,427534,10050,2.351,686.878806
1338,2025-02-21,noti,전월세대출비교,(광고) 📬 이제 전세대출도 꼭 비교해보세요 🤔 2월 20일 최저금리는 3.34%예요🚴‍♀️,94059,13398,14.244,522.6195701
1339,2025-02-24,npay,신용점수조회,(광고) 내 소득과 비슷한 사람들은 얼마나 소비할까? 👀 바로 확인하기 👉🏻,249895,7178,2.872,17598.73906
1340,2025-02-24,noti,주택담보대출비교,(광고) 📬 이제 주택구입자금대출도 꼭 비교해보세요 🤔 2월 23일 최저금리는 3.45%예요🚴‍♀,463835,17045,3.675,287.7795248
1341,2025-02-24,npay,신용점수조회,(광고) 내 신용점수!! 이대로 괜찮을까 ? 🤔네이버페이에서 관리받자 💚,249716,8821,3.532,21110.06859
1342,2025-02-25,noti,신차리스,(광고) 초기 비용 저렴한 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,147460,13347,9.051,375.6345995
1343,2025-02-26,noti,신용대출비교,(광고) 작년 12월보다 올해 2월에 더 승인이 잘 나고 있대요📣 ,276040,17251,6.249,529.501826
1344,2025-02-26,noti,주택담보대출비교,(광고) 📬 이제 주택구입자금대출도 꼭 비교해보세요 🤔 2월 25일 최저금리는 3.45%예요🚴‍♀,97237,3134,3.223,568.4862795
1345,2025-02-26,noti,신용대출비교,(광고) 기준금리가 2%대로 내려갔대요! 🎉 내 대출금리도 낮아졌는지 비교해보세요.,378742,12615,3.331,628.9993658
1346,2025-02-26,noti,주택담보대출비교,(광고) 📬 이제 주택구입자금대출도 꼭 비교해보세요 🤔 2월 25일 최저금리는 3.45%예요🚴‍♀,103024,3629,3.522,455.7971893
1347,2025-02-26,noti,신용대출비교,(광고) 작년 12월보다 올해 2월에 3.6% 대출 승인율이 올랐대요📈  ,375016,16118,4.298,572.2201886
1348,2025-02-28,noti,전월세대출비교,(광고) 📬 이제 전세대출도 꼭 비교해보세요 🤔 2월 27일 최저금리는 3.30%예요🚴‍♀️,90061,7656,8.501,682.4646029
1349,2025-03-05,noti,주택담보대출비교,(광고) 📬 이제 주택구입자금대출도 꼭 비교해보세요 🤔 3월 5일 최저금리는 3.45%예요🚴‍♀,171823,8424,4.903,285.9286562
1350,2025-03-06,noti,전월세대출비교,(광고) 📬 이제 전세대출도 꼭 비교해보세요 🤔 3월 5일 최저금리는 3.28%예요🚴‍♀️,84094,8195,9.745,225.9989018
1351,2025-03-07,noti,신차리스,(광고) 초기 비용 저렴한 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,134032,4286,3.198,365.2902473
1352,2025-03-07,noti,신차리스,(광고) 초기 비용 저렴한 신차리스 🚘 2천만원 차량 리스 시 네이버페이 포인트 10만원 지급까지 🎁,248136,12048,4.855,828.873672
1353,2025-03-10,noti,신용대출비교,(광고) 축하합니다! 첫달 금리 -7% 혜택 대상자에요.🎉,216996,14429,6.649,425.0082473
1354,2025-03-10,noti,신용대출비교,(광고) 오늘 입금되는 소액대출 알아보고  최대 15O OOO원 이자지원금 받으세요💸,296015,18768,6.34,450.9294011
1355,2025-03-10,noti,신용대출비교,(광고) 축하합니다! 첫달 이자지원금 최대 15O OOO원 혜택이 도착했어요.🎉,434462,34410,7.92,401.5214182
1356,2025-03-11,noti,중고차론,(광고) 현대캐피탈xNpay 더블 혜택 🚘 중고차 구매 고민 중이시라면 🎁 금리 0.5% 할인 받고 네이버페이 포인트도 받아 가세요,265911,14089,5.298,441.2645326
1357,2025-03-11,noti,중고차론,(광고) 현대캐피탈xNpay 더블 혜택 🚘 중고차 구매 고민 중이시라면 🎁 금리 0.5% 할인 받고 네이버페이 포인트도 받아 가세요,65699,8081,12.3,449.030813
1358,2025-03-12,noti,신용대출비교,(광고) 축하합니다! 첫달 이자지원금 최대 15O OOO원 혜택이 도착했어요.🎉,306204,34692,11.33,434.5138072
1359,2025-03-12,noti,신용대출비교,(광고) 축하합니다! 첫달 금리 -7% 혜택 대상자에요.🎉,306718,30085,9.809,467.6591989
1360,2025-03-12,noti,주택담보대출비교,(광고) 📬 이제 주택구입자금대출도 꼭 비교해보세요 🤔 3월 12일 최저금리는 3.45%예요🚴‍♀,218097,9165,4.202,305.399018
1361,2025-03-12,noti,신용대출비교,(광고) 오늘 입금되는 소액대출 알아보고  최대 15O OOO원 이자지원금 받으세요💸,230087,20473,8.898,505.6259952
1362,2025-03-13,noti,신용대환대출,(광고) 오늘 입금되는 소액대출 알아보고  최대 15O OOO원 이자지원금 받으세요💸,182984,15422,8.428,284.4068863
1363,2025-03-13,noti,신용대환대출,(광고) 대출 더 잘 나오는 시간이 있다? 바로 지금이에요!⏰,185346,12063,6.508,534.2714084
1364,2025-03-13,noti,신차리스,(광고) 초기 비용 저렴한 신차리스 🚘 3천만원 차량 리스하면 네이버페이 포인트 15만원 지급까지 🎁,272012,10950,4.026,796.0063014
1365,2025-03-13,noti,신차리스,(광고) 초기 비용 저렴한 신차리스 🚘 3천만원 차량 리스하면 네이버페이 포인트 15만원 지급까지 🎁,162784,19049,11.702,519.5748858
1366,2025-03-14,noti,전월세대출비교,(광고) 📬 이제 전세대출도 꼭 비교해보세요 🤔 3월 14일 최저금리는 3.29%예요🚴‍♀️,96019,10427,10.859,304.7673348
1367,2025-03-17,noti,신용대환대출,(광고) 오늘 입금되는 소액대출 알아보고  최대 15O OOO원 이자지원금 받으세요💸,285872,15070,5.272,445.2817518
1368,2025-03-17,noti,신용점수조회,(광고) 천만명이 좋아하는 금융관리 💚 신용점수 관리는 네이버페이 👉🏻,605539,25935,4.283,244.0208984
1369,2025-03-17,noti,신용점수조회,(광고) 대출받을때 은행에서 무조건 보는 내 신용점수 👀 1초만에 확인 👉,576818,14550,2.522,442.4654296
1370,2025-03-18,noti,중고차론,(광고) 현대캐피탈xNpay 더블 혜택 🚘 중고차 구매 고민 중이시라면 🎁 금리 0.5% 할인 받고 네이버페이 포인트도 받아 가세요,50969,837,1.642,102.567503
1371,2025-03-18,noti,중고차론,(광고) 현대캐피탈xNpay 더블 혜택 🚘 중고차 구매 고민 중이시라면 🎁 금리 0.5% 할인 받고 네이버페이 포인트도 받아 가세요,288753,11426,3.957,98.90792928
1372,2025-03-19,noti,주택담보대출비교,(광고) 📬 이제 주택구입자금대출도 꼭 비교해보세요 🤔 3월 19일 최저금리는 3.45%예요🚴‍♀,205609,22200,10.797,253.9656306
1373,2025-03-20,noti,신차리스,(광고) 초기 비용 저렴한 신차리스 지금 계약하면 한 달치 리스료 0원에 네이버페이 포인트 혜택까지!,36102,5121,14.185,465.9632884
1374,2025-03-20,noti,신차리스,(광고) 초기 비용 저렴한 신차리스 지금 계약하면 한 달치 리스료 0원에 네이버페이 포인트 혜택까지!,119903,8821,7.357,499.1963496
